Datum;VPE_Gesamt;Komm_VPE;Voll;Displays;Lager
2018-09-24;57170;55977;1193;0;DPS
2018-09-24;16202;16113;89;0;MAN
2018-09-24;18133;14599;3534;0;MPS
2018-09-25;46128;44981;1147;0;DPS
2018-09-25;13359;13328;31;0;MAN
2018-09-25;17145;14793;2352;0;MPS
2018-09-26;60094;58491;1603;0;DPS
2018-09-26;17165;17122;43;0;MAN
2018-09-26;17805;17163;642;0;MPS
2018-09-27;49787;48621;1166;0;DPS
2018-09-27;11687;11584;103;0;MAN
2018-09-27;12348;12348;0;0;MPS
2018-09-28;42148;41142;1006;0;DPS
2018-09-28;11041;11036;5;0;MAN
2018-09-28;12231;11175;1056;0;MPS
2018-09-29;55443;53990;1453;0;DPS
2018-09-29;27180;27034;146;0;MAN
2018-09-29;18557;18309;248;0;MPS
2018-10-01;61613;60585;1028;0;DPS
2018-10-01;15066;14993;73;0;MAN
2018-10-01;18240;18240;0;0;MPS
2018-10-02;50372;47988;2384;0;DPS
2018-10-02;12450;12434;16;0;MAN
2018-10-02;13791;12640;1151;0;MPS
2018-10-03;16006;15615;391;0;DPS
2018-10-03;3525;3389;136;0;MAN
2018-10-03;3517;3517;0;0;MPS
2018-10-04;47889;46556;1333;0;DPS
2018-10-04;12605;12599;6;0;MAN
2018-10-04;13157;12713;444;0;MPS
2018-10-05;62189;60892;1297;0;DPS
2018-10-05;14594;14580;14;0;MAN
2018-10-05;14081;13967;114;0;MPS
2018-10-06;67177;65685;1492;0;DPS
2018-10-06;18847;18834;13;0;MAN
2018-10-06;17131;17125;6;0;MPS
2018-10-08;56392;55234;1158;0;DPS
2018-10-08;15111;15105;6;0;MAN
2018-10-08;15639;13257;2382;0;MPS
2018-10-09;43856;41992;1864;0;DPS
2018-10-09;11362;11358;4;0;MAN
2018-10-09;10476;10473;3;0;MPS
2018-10-10;56853;54851;2002;0;DPS
2018-10-10;13124;13074;50;0;MAN
2018-10-10;13835;13148;687;0;MPS
2018-10-11;66263;64481;1782;0;DPS
2018-10-11;17927;17763;164;0;MAN
2018-10-11;20787;17703;3084;0;MPS
2018-10-12;44229;43184;1045;0;DPS
2018-10-12;11379;11363;16;0;MAN
2018-10-12;10506;10341;165;0;MPS
2018-10-12;6414;6414;0;0;WAN
2018-10-13;38132;36674;1458;0;DPS
2018-10-13;8483;8477;6;0;MAN
2018-10-13;8920;8283;637;0;MPS
2018-10-13;4635;4635;0;0;WAN
2018-10-15;60885;59020;1865;0;DPS
2018-10-15;15457;15309;148;0;MAN
2018-10-15;20539;18237;2302;0;MPS
2018-10-15;9140;9140;0;0;WAN
2018-10-16;44852;40047;4805;0;DPS
2018-10-16;13126;13038;88;0;MAN
2018-10-16;14651;14453;198;0;MPS
2018-10-16;2717;2717;0;0;WAN
2018-10-17;44308;42158;2150;0;DPS
2018-10-17;12270;12221;49;0;MAN
2018-10-17;13344;13300;44;0;MPS
2018-10-18;69257;65044;4213;0;DPS
2018-10-18;19828;19803;25;0;MAN
2018-10-18;18289;18211;78;0;MPS
2018-10-19;42110;40870;1240;0;DPS
2018-10-19;14299;13356;943;0;MAN
2018-10-19;15082;11477;3605;0;MPS
2018-10-20;38927;37302;1625;0;DPS
2018-10-20;11594;11377;217;0;MAN
2018-10-20;8951;8951;0;0;MPS
2018-10-22;69981;67481;2500;0;DPS
2018-10-22;16722;16716;6;0;MAN
2018-10-22;16668;15420;1248;0;MPS
2018-10-23;54992;49617;5375;0;DPS
2018-10-23;12938;12774;164;0;MAN
2018-10-23;12899;12068;831;0;MPS
2018-10-24;68423;63189;5234;0;DPS
2018-10-24;12251;12243;8;0;MAN
2018-10-24;12538;12533;5;0;MPS
2018-10-25;58603;56503;2100;0;DPS
2018-10-25;15059;14910;149;0;MAN
2018-10-25;14287;14279;8;0;MPS
2018-10-25;1078;1078;0;0;WAN
2018-10-26;41349;40696;653;0;DPS
2018-10-26;13401;13390;11;0;MAN
2018-10-26;10779;10779;0;0;MPS
2018-10-26;1862;1862;0;0;WAN
2018-10-27;66138;59660;6478;0;DPS
2018-10-27;17858;17711;147;0;MAN
2018-10-27;16665;16664;1;0;MPS
2018-10-27;5174;5174;0;0;WAN
2018-10-29;77550;75036;2514;0;DPS
2018-10-29;19653;19511;142;0;MAN
2018-10-29;19450;19226;224;0;MPS
2018-10-29;4312;4312;0;0;WAN
2018-10-30;57166;55780;1386;0;DPS
2018-10-30;13972;13959;13;0;MAN
2018-10-30;18770;14798;3972;0;MPS
2018-10-30;3626;3626;0;0;WAN
2018-10-31;22310;21990;320;0;DPS
2018-10-31;4894;4886;8;0;MAN
2018-10-31;5147;5147;0;0;MPS
2018-10-31;98;98;0;0;WAN
2018-11-01;53456;51553;1903;0;DPS
2018-11-01;13438;13297;141;0;MAN
2018-11-01;14177;13769;408;0;MPS
2018-11-01;784;784;0;0;WAN
2018-11-02;55468;53658;1810;0;DPS
2018-11-02;14268;14169;99;0;MAN
2018-11-02;17710;15334;2376;0;MPS
2018-11-03;62254;60684;1570;0;DPS
2018-11-03;17196;17178;18;0;MAN
2018-11-03;19412;19384;28;0;MPS
2018-11-05;63968;62266;1702;0;DPS
2018-11-05;16421;16411;10;0;MAN
2018-11-05;16980;15610;1370;0;MPS
2018-11-06;55171;53644;1527;0;DPS
2018-11-06;12746;12736;10;0;MAN
2018-11-06;13269;13261;8;0;MPS
2018-11-07;65463;62489;2974;0;DPS
2018-11-07;14883;13921;962;0;MAN
2018-11-07;15933;14348;1585;0;MPS
2018-11-08;69061;65822;3239;0;DPS
2018-11-08;18627;18562;65;0;MAN
2018-11-08;18099;17914;185;0;MPS
2018-11-09;50242;48228;2014;0;DPS
2018-11-09;12723;12573;150;0;MAN
2018-11-09;11240;11238;2;0;MPS
2018-11-10;40248;38777;1471;0;DPS
2018-11-10;10278;10272;6;0;MAN
2018-11-10;9345;9344;1;0;MPS
2018-11-12;71850;70172;1678;0;DPS
2018-11-12;18128;18124;4;0;MAN
2018-11-12;22152;19235;2917;0;MPS
2018-11-13;50038;48549;1489;0;DPS
2018-11-13;13320;13291;29;0;MAN
2018-11-13;16225;13739;2486;0;MPS
2018-11-14;66462;64849;1613;0;DPS
2018-11-14;16353;16292;61;0;MAN
2018-11-14;18718;18077;641;0;MPS
2018-11-15;68511;66543;1968;0;DPS
2018-11-15;19427;19043;384;0;MAN
2018-11-15;19032;18744;288;0;MPS
2018-11-16;48945;46459;2486;0;DPS
2018-11-16;12295;12288;7;0;MAN
2018-11-16;13185;12661;524;0;MPS
2018-11-16;2060;2060;0;0;WAN
2018-11-17;39199;37341;1858;0;DPS
2018-11-17;10865;10858;7;0;MAN
2018-11-17;9849;9706;143;0;MPS
2018-11-17;1625;1625;0;0;WAN
2018-11-19;66517;64297;2220;0;DPS
2018-11-19;18234;18091;143;0;MAN
2018-11-19;17448;15309;2139;0;MPS
2018-11-19;3027;3027;0;0;WAN
2018-11-20;55546;53843;1703;0;DPS
2018-11-20;13989;13893;96;0;MAN
2018-11-20;14919;13952;967;0;MPS
2018-11-20;937;937;0;0;WAN
2018-11-21;66696;62718;3978;0;DPS
2018-11-21;13590;13533;57;0;MAN
2018-11-21;16471;15841;630;0;MPS
2018-11-22;76482;72599;3883;0;DPS
2018-11-22;20174;20162;12;0;MAN
2018-11-22;21693;21648;45;0;MPS
2018-11-23;50391;49070;1321;0;DPS
2018-11-23;12933;12885;48;0;MAN
2018-11-23;13227;12550;677;0;MPS
2018-11-24;48101;43006;5095;0;DPS
2018-11-24;10924;10818;106;0;MAN
2018-11-24;11536;9501;2035;0;MPS
2018-11-26;90564;84774;5790;0;DPS
2018-11-26;21031;21024;7;0;MAN
2018-11-26;21476;20800;676;0;MPS
2018-11-27;65509;61663;3846;0;DPS
2018-11-27;18234;18199;35;0;MAN
2018-11-27;19633;17045;2588;0;MPS
2018-11-28;66276;64224;2052;0;DPS
2018-11-28;28608;28599;9;0;MAN
2018-11-28;13903;13894;9;0;MPS
2018-11-29;70315;67901;2414;0;DPS
2018-11-29;30148;30071;77;0;MAN
2018-11-29;20537;17373;3164;0;MPS
2018-11-30;75547;68105;7442;0;DPS
2018-11-30;16560;16376;184;0;MAN
2018-11-30;16331;15099;1232;0;MPS
2018-12-01;70486;68100;2386;0;DPS
2018-12-01;20122;20032;90;0;MAN
2018-12-01;17644;17220;424;0;MPS
2018-12-03;72792;69964;2828;0;DPS
2018-12-03;18414;18300;114;0;MAN
2018-12-03;16197;16093;104;0;MPS
2018-12-04;54317;51867;2450;0;DPS
2018-12-04;16020;15879;141;0;MAN
2018-12-04;12319;12244;75;0;MPS
2018-12-05;64291;62551;1740;0;DPS
2018-12-05;24036;23937;99;0;MAN
2018-12-05;14972;14864;108;0;MPS
2018-12-06;69874;67756;2118;0;DPS
2018-12-06;20945;20828;117;0;MAN
2018-12-06;18500;18040;460;0;MPS
2018-12-07;62658;53090;9568;0;DPS
2018-12-07;17757;17747;10;0;MAN
2018-12-07;15398;13283;2115;0;MPS
2018-12-08;82058;78067;3991;0;DPS
2018-12-08;22560;22549;11;0;MAN
2018-12-08;13937;13932;5;0;MPS
2018-12-10;64459;62841;1618;0;DPS
2018-12-10;24061;24054;7;0;MAN
2018-12-10;18330;18114;216;0;MPS
2018-12-11;53364;51916;1448;0;DPS
2018-12-11;14930;14870;60;0;MAN
2018-12-11;14368;14170;198;0;MPS
2018-12-12;59072;57643;1429;0;DPS
2018-12-12;14621;14587;34;0;MAN
2018-12-12;14234;14162;72;0;MPS
2018-12-13;60898;59579;1319;0;DPS
2018-12-13;14320;14307;13;0;MAN
2018-12-13;15321;15177;144;0;MPS
2018-12-14;48844;47490;1354;0;DPS
2018-12-14;12848;12732;116;0;MAN
2018-12-14;16739;12848;3891;0;MPS
2018-12-15;66027;64007;2020;0;DPS
2018-12-15;17421;17076;345;0;MAN
2018-12-15;15754;15015;739;0;MPS
2018-12-17;61441;60334;1107;0;DPS
2018-12-17;17377;17031;346;0;MAN
2018-12-17;15130;15130;0;0;MPS
2018-12-18;56638;53489;3149;0;DPS
2018-12-18;14763;14375;388;0;MAN
2018-12-18;14544;14203;341;0;MPS
2018-12-19;63405;61559;1846;0;DPS
2018-12-19;16537;16530;7;0;MAN
2018-12-19;19275;17526;1749;0;MPS
2018-12-20;71887;70235;1652;0;DPS
2018-12-20;39272;38962;310;0;MAN
2018-12-20;18658;18638;20;0;MPS
2018-12-21;74599;73010;1589;0;DPS
2018-12-21;21160;21140;20;0;MAN
2018-12-21;22220;22197;23;0;MPS
2018-12-22;71496;69771;1725;0;DPS
2018-12-22;18381;18377;4;0;MAN
2018-12-22;16959;16904;55;0;MPS
2018-12-24;72107;70371;1736;0;DPS
2018-12-24;18910;18904;6;0;MAN
2018-12-24;16431;16235;196;0;MPS
2018-12-27;56095;55070;1025;0;DPS
2018-12-27;13915;13912;3;0;MAN
2018-12-27;11194;11176;18;0;MPS
2018-12-28;55992;54563;1429;0;DPS
2018-12-28;16903;16899;4;0;MAN
2018-12-28;16376;16372;4;0;MPS
2018-12-29;64411;62743;1668;0;DPS
2018-12-29;20579;20546;33;0;MAN
2018-12-29;16683;16683;0;0;MPS
2018-12-31;68779;67386;1393;0;DPS
2018-12-31;14199;14127;72;0;MAN
2018-12-31;13979;13943;36;0;MPS
2019-01-02;41972;40987;985;0;DPS
2019-01-02;8830;8828;2;0;MAN
2019-01-02;8926;8926;0;0;MPS
2019-01-03;80245;77863;2382;0;DPS
2019-01-03;28926;18816;10110;0;MAN
2019-01-03;20020;19647;373;0;MPS
2019-01-04;53323;51630;1693;0;DPS
2019-01-04;12222;12154;68;0;MAN
2019-01-04;14481;12846;1635;0;MPS
2019-01-05;38692;37522;1170;0;DPS
2019-01-05;10785;10727;58;0;MAN
2019-01-05;10930;10930;0;0;MPS
2019-01-07;58217;57102;1115;0;DPS
2019-01-07;16168;16021;147;0;MAN
2019-01-07;15087;15087;0;0;MPS
2019-01-08;44042;42754;1288;0;DPS
2019-01-08;14063;13290;773;0;MAN
2019-01-08;15564;12713;2851;0;MPS
2019-01-09;49916;48606;1310;0;DPS
2019-01-09;14876;14855;21;0;MAN
2019-01-09;15159;13387;1772;0;MPS
2019-01-10;53722;52441;1281;0;DPS
2019-01-10;17180;17086;94;0;MAN
2019-01-10;18479;17077;1402;0;MPS
2019-01-11;38611;37692;919;0;DPS
2019-01-11;11639;11628;11;0;MAN
2019-01-11;12188;11384;804;0;MPS
2019-01-12;29818;29153;665;0;DPS
2019-01-12;10084;10071;13;0;MAN
2019-01-12;8240;8240;0;0;MPS
2019-01-14;50107;48877;1230;0;DPS
2019-01-14;16951;16784;167;0;MAN
2019-01-14;15861;14050;1811;0;MPS
2019-01-15;40866;39916;950;0;DPS
2019-01-15;13685;13549;136;0;MAN
2019-01-15;12558;11770;788;0;MPS
2019-01-16;45075;43662;1413;0;DPS
2019-01-16;12129;12045;84;0;MAN
2019-01-16;13369;11679;1690;0;MPS
2019-01-17;66452;65116;1336;0;DPS
2019-01-17;18390;18375;15;0;MAN
2019-01-17;21100;21000;100;0;MPS
2019-01-18;48351;47479;872;0;DPS
2019-01-18;12689;12678;11;0;MAN
2019-01-18;16155;14391;1764;0;MPS
2019-01-19;33558;32342;1216;0;DPS
2019-01-19;9744;9742;2;0;MAN
2019-01-19;10196;8216;1980;0;MPS
2019-01-21;51766;50322;1444;0;DPS
2019-01-21;17093;17004;89;0;MAN
2019-01-21;14368;13930;438;0;MPS
2019-01-22;44141;43142;999;0;DPS
2019-01-22;14464;14458;6;0;MAN
2019-01-22;11880;11878;2;0;MPS
2019-01-23;46199;44945;1254;0;DPS
2019-01-23;13553;13549;4;0;MAN
2019-01-23;14514;12405;2109;0;MPS
2019-01-24;58713;57085;1628;0;DPS
2019-01-24;20018;20012;6;0;MAN
2019-01-24;17160;16971;189;0;MPS
2019-01-25;47714;44896;2818;0;DPS
2019-01-25;16190;15916;274;0;MAN
2019-01-25;11151;11112;39;0;MPS
2019-01-26;35874;34940;934;0;DPS
2019-01-26;13243;12991;252;0;MAN
2019-01-26;10582;8829;1753;0;MPS
2019-01-28;56431;55312;1119;0;DPS
2019-01-28;18820;18542;278;0;MAN
2019-01-28;13658;13658;0;0;MPS
2019-01-29;48909;47754;1155;0;DPS
2019-01-29;14813;14807;6;0;MAN
2019-01-29;14885;12102;2783;0;MPS
2019-01-30;44734;43722;1012;0;DPS
2019-01-30;13002;12997;5;0;MAN
2019-01-30;11411;11411;0;0;MPS
2019-01-31;71343;69526;1817;0;DPS
2019-01-31;20430;20325;105;0;MAN
2019-01-31;22961;22624;337;0;MPS
2019-02-01;51894;50631;1263;0;DPS
2019-02-01;14098;13693;405;0;MAN
2019-02-01;17664;14586;3078;0;MPS
2019-02-02;38961;37564;1397;0;DPS
2019-02-02;11478;11467;11;0;MAN
2019-02-02;8407;8405;2;0;MPS
2019-02-04;55790;54237;1553;0;DPS
2019-02-04;16297;16291;6;0;MAN
2019-02-04;13579;13577;2;0;MPS
2019-02-05;49137;47270;1867;0;DPS
2019-02-05;16985;16899;86;0;MAN
2019-02-05;14568;13924;644;0;MPS
2019-02-06;52001;50747;1254;0;DPS
2019-02-06;15384;15171;213;0;MAN
2019-02-06;16444;13576;2868;0;MPS
2019-02-07;64866;63363;1503;0;DPS
2019-02-07;20432;20360;72;0;MAN
2019-02-07;21526;18765;2761;0;MPS
2019-02-08;45022;44139;883;0;DPS
2019-02-08;12758;12613;145;0;MAN
2019-02-08;12713;12713;0;0;MPS
2019-02-09;36883;36110;773;0;DPS
2019-02-09;10160;10157;3;0;MAN
2019-02-09;9174;9174;0;0;MPS
2019-02-11;57124;55938;1186;0;DPS
2019-02-11;16662;16658;4;0;MAN
2019-02-11;15561;14613;948;0;MPS
2019-02-12;47068;45870;1198;0;DPS
2019-02-12;14774;14665;109;0;MAN
2019-02-12;11736;11554;182;0;MPS
2019-02-13;48094;46883;1211;0;DPS
2019-02-13;13508;13418;90;0;MAN
2019-02-13;15855;13333;2522;0;MPS
2019-02-14;76007;72321;3686;0;DPS
2019-02-14;19218;19202;16;0;MAN
2019-02-14;23724;23488;236;0;MPS
2019-02-15;49846;48567;1279;0;DPS
2019-02-15;13429;13424;5;0;MAN
2019-02-15;16117;13459;2658;0;MPS
2019-02-16;34283;33451;832;0;DPS
2019-02-16;10272;10242;30;0;MAN
2019-02-16;8093;8093;0;0;MPS
2019-02-18;55590;54573;1017;0;DPS
2019-02-18;15961;15958;3;0;MAN
2019-02-18;17032;15685;1347;0;MPS
2019-02-18;2505;2505;0;0;WAN
2019-02-19;51797;50686;1111;0;DPS
2019-02-19;14261;14247;14;0;MAN
2019-02-19;13743;13223;520;0;MPS
2019-02-19;7009;7009;0;0;WAN
2019-02-20;45884;44805;1079;0;DPS
2019-02-20;13025;13016;9;0;MAN
2019-02-20;13915;13901;14;0;MPS
2019-02-20;3912;3912;0;0;WAN
2019-02-21;65619;64220;1399;0;DPS
2019-02-21;20685;20534;151;0;MAN
2019-02-21;22651;22651;0;0;MPS
2019-02-21;4444;4444;0;0;WAN
2019-02-22;47311;46233;1078;0;DPS
2019-02-22;14313;14216;97;0;MAN
2019-02-22;13818;13218;600;0;MPS
2019-02-22;3389;3389;0;0;WAN
2019-02-23;34332;33620;712;0;DPS
2019-02-23;10545;10540;5;0;MAN
2019-02-23;9641;9639;2;0;MPS
2019-02-23;1792;1792;0;0;WAN
2019-02-25;53302;52094;1208;0;DPS
2019-02-25;15908;15896;12;0;MAN
2019-02-25;17849;15698;2151;0;MPS
2019-02-25;6055;6055;0;0;WAN
2019-02-26;50166;46795;3371;0;DPS
2019-02-26;12870;12735;135;0;MAN
2019-02-26;19093;15019;4074;0;MPS
2019-02-26;3764;3764;0;0;WAN
2019-02-27;51243;49563;1680;0;DPS
2019-02-27;13967;13638;329;0;MAN
2019-02-27;13230;12697;533;0;MPS
2019-02-28;60047;58840;1207;0;DPS
2019-02-28;18609;18604;5;0;MAN
2019-02-28;16484;16484;0;0;MPS
2019-03-01;48887;47915;972;0;DPS
2019-03-01;14338;14223;115;0;MAN
2019-03-01;14807;12346;2461;0;MPS
2019-03-02;39973;39094;879;0;DPS
2019-03-02;11107;11102;5;0;MAN
2019-03-02;9396;9395;1;0;MPS
2019-03-04;63546;62361;1185;0;DPS
2019-03-04;17498;17495;3;0;MAN
2019-03-04;18944;15517;3427;0;MPS
2019-03-05;53539;52116;1423;0;DPS
2019-03-05;14476;14473;3;0;MAN
2019-03-05;14262;12627;1635;0;MPS
2019-03-06;51796;50637;1159;0;DPS
2019-03-06;12442;12435;7;0;MAN
2019-03-06;17071;14412;2659;0;MPS
2019-03-07;75104;73546;1558;0;DPS
2019-03-07;19279;19133;146;0;MAN
2019-03-07;23612;23540;72;0;MPS
2019-03-08;57995;56925;1070;0;DPS
2019-03-08;13312;13306;6;0;MAN
2019-03-08;14715;14181;534;0;MPS
2019-03-09;35447;34735;712;0;DPS
2019-03-09;9836;9828;8;0;MAN
2019-03-09;7556;7556;0;0;MPS
2019-03-11;54301;53275;1026;0;DPS
2019-03-11;14210;14207;3;0;MAN
2019-03-11;15301;12692;2609;0;MPS
2019-03-12;55267;54103;1164;0;DPS
2019-03-12;14864;14766;98;0;MAN
2019-03-12;13443;13370;73;0;MPS
2019-03-13;51193;49877;1316;0;DPS
2019-03-13;14623;14255;368;0;MAN
2019-03-13;12937;12416;521;0;MPS
2019-03-14;65323;64012;1311;0;DPS
2019-03-14;17326;17232;94;0;MAN
2019-03-14;17135;16810;325;0;MPS
2019-03-15;43412;42691;721;0;DPS
2019-03-15;12240;12217;23;0;MAN
2019-03-15;11691;11663;28;0;MPS
2019-03-16;31174;30461;713;0;DPS
2019-03-16;9427;9410;17;0;MAN
2019-03-16;8041;8041;0;0;MPS
2019-03-18;55034;53921;1113;0;DPS
2019-03-18;16746;16649;97;0;MAN
2019-03-18;14790;13235;1555;0;MPS
2019-03-19;68185;66658;1527;0;DPS
2019-03-19;16448;16312;136;0;MAN
2019-03-19;18231;17766;465;0;MPS
2019-03-20;51559;50237;1322;0;DPS
2019-03-20;12596;12455;141;0;MAN
2019-03-20;14373;14313;60;0;MPS
2019-03-21;58457;57372;1085;0;DPS
2019-03-21;19234;19203;31;0;MAN
2019-03-21;15739;15739;0;0;MPS
2019-03-22;42899;42033;866;0;DPS
2019-03-22;15901;15720;181;0;MAN
2019-03-22;10299;10147;152;0;MPS
2019-03-23;33200;32536;664;0;DPS
2019-03-23;10521;10513;8;0;MAN
2019-03-23;7828;7747;81;0;MPS
2019-03-25;54996;54089;907;0;DPS
2019-03-25;15806;15779;27;0;MAN
2019-03-25;14699;13608;1091;0;MPS
2019-03-26;55014;53048;1966;0;DPS
2019-03-26;16199;16129;70;0;MAN
2019-03-26;17383;13214;4169;0;MPS
2019-03-27;50904;49727;1177;0;DPS
2019-03-27;12894;12870;24;0;MAN
2019-03-27;14608;14450;158;0;MPS
2019-03-28;63283;61900;1383;0;DPS
2019-03-28;19866;19850;16;0;MAN
2019-03-28;20162;19974;188;0;MPS
2019-03-29;49509;48541;968;0;DPS
2019-03-29;14581;14571;10;0;MAN
2019-03-29;15181;13447;1734;0;MPS
2019-03-30;35937;35058;879;0;DPS
2019-03-30;10863;10851;12;0;MAN
2019-03-30;9598;9593;5;0;MPS
2019-04-01;60722;59040;1682;0;DPS
2019-04-01;17223;17191;32;0;MAN
2019-04-01;16224;16220;4;0;MPS
2019-04-02;45165;44164;1001;0;DPS
2019-04-02;13392;13376;16;0;MAN
2019-04-02;14666;12909;1757;0;MPS
2019-04-03;56733;55055;1678;0;DPS
2019-04-03;13827;13765;62;0;MAN
2019-04-03;15435;14287;1148;0;MPS
2019-04-04;78512;76940;1572;0;DPS
2019-04-04;22317;21524;793;0;MAN
2019-04-04;23756;23414;342;0;MPS
2019-04-05;56389;55385;1004;0;DPS
2019-04-05;16227;16137;90;0;MAN
2019-04-05;14462;14438;24;0;MPS
2019-04-06;39401;38562;839;0;DPS
2019-04-06;12214;12191;23;0;MAN
2019-04-06;9898;9894;4;0;MPS
2019-04-08;56513;55521;992;0;DPS
2019-04-08;16592;16429;163;0;MAN
2019-04-08;16024;13900;2124;0;MPS
2019-04-08;8;8;0;0;WAN
2019-04-09;52286;51364;922;0;DPS
2019-04-09;14348;14242;106;0;MAN
2019-04-09;13272;13272;0;0;MPS
2019-04-09;40;40;0;0;WAN
2019-04-10;47530;46520;1010;0;DPS
2019-04-10;14692;14577;115;0;MAN
2019-04-10;12299;12183;116;0;MPS
2019-04-10;17;17;0;0;WAN
2019-04-11;73335;71949;1386;0;DPS
2019-04-11;21021;20855;166;0;MAN
2019-04-11;21167;20836;331;0;MPS
2019-04-11;1;1;0;0;WAN
2019-04-12;53180;52017;1163;0;DPS
2019-04-12;16921;16903;18;0;MAN
2019-04-12;13235;13032;203;0;MPS
2019-04-13;38205;37476;729;0;DPS
2019-04-13;12961;12859;102;0;MAN
2019-04-13;9244;9244;0;0;MPS
2019-04-15;57018;55875;1143;0;DPS
2019-04-15;16882;16865;17;0;MAN
2019-04-15;13564;13374;190;0;MPS
2019-04-16;62059;60798;1261;0;DPS
2019-04-16;20377;20286;91;0;MAN
2019-04-16;19853;17978;1875;0;MPS
2019-04-16;5274;5274;0;0;WAN
2019-04-17;67636;65621;2015;0;DPS
2019-04-17;21508;21468;40;0;MAN
2019-04-17;20372;20158;214;0;MPS
2019-04-17;4576;4576;0;0;WAN
2019-04-18;42246;41186;1060;0;DPS
2019-04-18;14788;14753;35;0;MAN
2019-04-18;12792;12662;130;0;MPS
2019-04-18;1042;1042;0;0;WAN
2019-04-19;36857;36000;857;0;DPS
2019-04-19;12739;12556;183;0;MAN
2019-04-19;9794;9770;24;0;MPS
2019-04-20;32805;32083;722;0;DPS
2019-04-20;11636;11617;19;0;MAN
2019-04-20;8647;8647;0;0;MPS
2019-04-23;60544;59602;942;0;DPS
2019-04-23;17081;17056;25;0;MAN
2019-04-23;13771;13767;4;0;MPS
2019-04-24;46073;44664;1409;0;DPS
2019-04-24;14789;14763;26;0;MAN
2019-04-24;13360;13324;36;0;MPS
2019-04-24;6784;6784;0;0;WAN
2019-04-25;86043;83781;2262;0;DPS
2019-04-25;27792;27629;163;0;MAN
2019-04-25;26001;24418;1583;0;MPS
2019-04-26;59437;58339;1098;0;DPS
2019-04-26;16704;16618;86;0;MAN
2019-04-26;13290;13290;0;0;MPS
2019-04-26;1024;1024;0;0;WAN
2019-04-27;47540;46607;933;0;DPS
2019-04-27;12428;12302;126;0;MAN
2019-04-27;10461;10461;0;0;MPS
2019-04-29;69156;67855;1301;0;DPS
2019-04-29;17184;17040;144;0;MAN
2019-04-29;20664;15845;4819;0;MPS
2019-04-29;705;705;0;0;WAN
2019-04-30;57767;56324;1443;0;DPS
2019-04-30;14827;14801;26;0;MAN
2019-04-30;14633;14490;143;0;MPS
2019-04-30;896;896;0;0;WAN
2019-05-01;19544;19167;377;0;DPS
2019-05-01;5571;5568;3;0;MAN
2019-05-01;5409;5409;0;0;MPS
2019-05-01;192;192;0;0;WAN
2019-05-02;54368;53370;998;0;DPS
2019-05-02;15623;15461;162;0;MAN
2019-05-02;20143;19553;590;0;MPS
2019-05-03;59491;52777;6714;0;DPS
2019-05-03;15944;15649;295;0;MAN
2019-05-03;14565;14533;32;0;MPS
2019-05-04;48600;47673;927;0;DPS
2019-05-04;14412;14156;256;0;MAN
2019-05-04;14431;12056;2375;0;MPS
2019-05-06;74625;73348;1277;0;DPS
2019-05-06;19088;19012;76;0;MAN
2019-05-06;15670;15669;1;0;MPS
2019-05-07;56781;55831;950;0;DPS
2019-05-07;17115;17054;61;0;MAN
2019-05-07;14570;14322;248;0;MPS
2019-05-08;57202;56055;1147;0;DPS
2019-05-08;14838;14682;156;0;MAN
2019-05-08;13287;13243;44;0;MPS
2019-05-09;69706;67952;1754;0;DPS
2019-05-09;19867;19771;96;0;MAN
2019-05-09;19814;18796;1018;0;MPS
2019-05-10;48830;46374;2456;0;DPS
2019-05-10;13253;13020;233;0;MAN
2019-05-10;12573;11039;1534;0;MPS
2019-05-11;38437;37418;1019;0;DPS
2019-05-11;11258;11252;6;0;MAN
2019-05-11;9245;9245;0;0;MPS
2019-05-13;57180;56082;1098;0;DPS
2019-05-13;15419;15356;63;0;MAN
2019-05-13;13280;12817;463;0;MPS
2019-05-14;52528;49515;3013;0;DPS
2019-05-14;13448;13343;105;0;MAN
2019-05-14;10809;10270;539;0;MPS
2019-05-15;50627;49630;997;0;DPS
2019-05-15;13871;13550;321;0;MAN
2019-05-15;15132;10475;4657;0;MPS
2019-05-16;70156;68951;1205;0;DPS
2019-05-16;19804;19765;39;0;MAN
2019-05-16;20369;20235;134;0;MPS
2019-05-17;48033;47111;922;0;DPS
2019-05-17;12886;12808;78;0;MAN
2019-05-17;12772;12477;295;0;MPS
2019-05-18;40479;39756;723;0;DPS
2019-05-18;14804;14755;49;0;MAN
2019-05-18;8445;7902;543;0;MPS
2019-05-20;54533;53069;1464;0;DPS
2019-05-20;17624;17599;25;0;MAN
2019-05-20;11715;11569;146;0;MPS
2019-05-21;54316;52827;1489;0;DPS
2019-05-21;16282;16146;136;0;MAN
2019-05-21;11724;11561;163;0;MPS
2019-05-22;48907;46679;2228;0;DPS
2019-05-22;13588;13569;19;0;MAN
2019-05-22;11866;11220;646;0;MPS
2019-05-23;58319;57025;1294;0;DPS
2019-05-23;17877;17552;325;0;MAN
2019-05-23;17497;16567;930;0;MPS
2019-05-24;42618;41890;728;0;DPS
2019-05-24;12211;12184;27;0;MAN
2019-05-24;12821;12053;768;0;MPS
2019-05-25;39462;38599;863;0;DPS
2019-05-25;12718;12700;18;0;MAN
2019-05-25;9385;9385;0;0;MPS
2019-05-27;59208;58275;933;0;DPS
2019-05-27;17367;17348;19;0;MAN
