Datum;VPE_Gesamt;Komm_VPE;Voll;Displays;Lager
2016-09-30;11289;11138;151;0;MAN
2016-09-30;14558;14536;22;0;MPS
2016-09-30;3;3;0;0;WAN
2016-10-01;56935;55762;1173;0;DPS
2016-10-01;11607;11601;6;0;MAN
2016-10-01;18805;18784;21;0;MPS
2016-10-01;1498;1498;0;0;WAN
2016-10-04;58137;56923;1214;0;DPS
2016-10-04;15378;12547;2831;0;MAN
2016-10-04;14969;14969;0;0;MPS
2016-10-04;1;1;0;0;WAN
2016-10-05;60733;58774;1959;0;DPS
2016-10-05;13472;13059;413;0;MAN
2016-10-05;16544;16316;228;0;MPS
2016-10-05;3853;3853;0;0;WAN
2016-10-06;81059;79634;1425;0;DPS
2016-10-06;20431;18263;2168;0;MAN
2016-10-06;22665;22484;181;0;MPS
2016-10-06;3210;3210;0;0;WAN
2016-10-07;60737;59511;1226;0;DPS
2016-10-07;11736;11724;12;0;MAN
2016-10-07;16429;16429;0;0;MPS
2016-10-07;5615;5615;0;0;WAN
2016-10-08;37642;36790;852;0;DPS
2016-10-08;10290;6965;3325;0;MAN
2016-10-08;8482;8041;441;0;MPS
2016-10-10;85784;84346;1438;0;DPS
2016-10-10;15992;15920;72;0;MAN
2016-10-10;22860;22722;138;0;MPS
2016-10-10;5407;5407;0;0;WAN
2016-10-11;65107;64027;1080;0;DPS
2016-10-11;12468;11966;502;0;MAN
2016-10-11;18164;18163;1;0;MPS
2016-10-11;3650;3650;0;0;WAN
2016-10-12;48881;47880;1001;0;DPS
2016-10-12;14607;14581;26;0;MAN
2016-10-12;11363;11345;18;0;MPS
2016-10-12;3519;3519;0;0;WAN
2016-10-13;63447;60434;3013;0;DPS
2016-10-13;14020;14008;12;0;MAN
2016-10-13;16427;16379;48;0;MPS
2016-10-13;1076;1076;0;0;WAN
2016-10-14;47934;47012;922;0;DPS
2016-10-14;11511;11505;6;0;MAN
2016-10-14;11288;11284;4;0;MPS
2016-10-14;6;6;0;0;WAN
2016-10-15;25272;24842;430;0;DPS
2016-10-15;3933;3931;2;0;MAN
2016-10-15;6460;6387;73;0;MPS
2016-10-17;69370;67917;1453;0;DPS
2016-10-17;15689;15682;7;0;MAN
2016-10-17;17687;17228;459;0;MPS
2016-10-17;207;207;0;0;WAN
2016-10-18;50776;49485;1291;0;DPS
2016-10-18;14247;11087;3160;0;MAN
2016-10-18;12015;11951;64;0;MPS
2016-10-18;17;12;5;0;WAN
2016-10-19;54186;52628;1558;0;DPS
2016-10-19;13731;10182;3549;0;MAN
2016-10-19;12713;11387;1326;0;MPS
2016-10-19;4;2;2;0;WAN
2016-10-20;63041;60893;2148;0;DPS
2016-10-20;16790;13091;3699;0;MAN
2016-10-20;15458;15348;110;0;MPS
2016-10-20;2498;2498;0;0;WAN
2016-10-21;55801;53898;1903;0;DPS
2016-10-21;11598;11442;156;0;MAN
2016-10-21;15633;14977;656;0;MPS
2016-10-21;966;966;0;0;WAN
2016-10-22;33974;32320;1654;0;DPS
2016-10-22;6276;6259;17;0;MAN
2016-10-22;8839;8831;8;0;MPS
2016-10-22;3261;3259;2;0;WAN
2016-10-24;80198;77887;2311;0;DPS
2016-10-24;11420;11406;14;0;MAN
2016-10-24;19928;17658;2270;0;MPS
2016-10-24;2818;2818;0;0;WAN
2016-10-25;69780;67885;1895;0;DPS
2016-10-25;14588;10815;3773;0;MAN
2016-10-25;15664;15582;82;0;MPS
2016-10-25;5687;5687;0;0;WAN
2016-10-26;59511;55335;4176;0;DPS
2016-10-26;10457;9339;1118;0;MAN
2016-10-26;11635;11585;50;0;MPS
2016-10-26;3815;3815;0;0;WAN
2016-10-27;59321;57473;1848;0;DPS
2016-10-27;14562;10206;4356;0;MAN
2016-10-27;13657;13657;0;0;MPS
2016-10-27;396;396;0;0;WAN
2016-10-28;54090;52551;1539;0;DPS
2016-10-28;9859;9755;104;0;MAN
2016-10-28;12574;12573;1;0;MPS
2016-10-28;1458;1458;0;0;WAN
2016-10-29;36729;35942;787;0;DPS
2016-10-29;7709;6676;1033;0;MAN
2016-10-29;8888;8886;2;0;MPS
2016-10-29;2973;2973;0;0;WAN
2016-10-31;70458;68247;2211;0;DPS
2016-10-31;16327;13754;2573;0;MAN
2016-10-31;18195;18190;5;0;MPS
2016-10-31;9606;9606;0;0;WAN
2016-11-01;59212;56689;2523;0;DPS
2016-11-01;12561;10551;2010;0;MAN
2016-11-01;15382;15381;1;0;MPS
2016-11-01;4849;4849;0;0;WAN
2016-11-02;57862;55674;2188;0;DPS
2016-11-02;15598;11182;4416;0;MAN
2016-11-02;15908;15860;48;0;MPS
2016-11-02;2246;2246;0;0;WAN
2016-11-03;68111;65828;2283;0;DPS
2016-11-03;16467;13927;2540;0;MAN
2016-11-03;19092;18993;99;0;MPS
2016-11-03;2926;2924;2;0;WAN
2016-11-04;57874;56442;1432;0;DPS
2016-11-04;10881;10880;1;0;MAN
2016-11-04;14947;14947;0;0;MPS
2016-11-04;2574;2574;0;0;WAN
2016-11-05;40468;39277;1191;0;DPS
2016-11-05;9976;7225;2751;0;MAN
2016-11-05;9986;9068;918;0;MPS
2016-11-05;473;473;0;0;WAN
2016-11-07;85579;83312;2267;0;DPS
2016-11-07;16723;15732;991;0;MAN
2016-11-07;21271;20735;536;0;MPS
2016-11-07;4127;4127;0;0;WAN
2016-11-08;70229;68820;1409;0;DPS
2016-11-08;11003;10944;59;0;MAN
2016-11-08;17720;17552;168;0;MPS
2016-11-08;3327;3327;0;0;WAN
2016-11-09;55852;54465;1387;0;DPS
2016-11-09;9501;8897;604;0;MAN
2016-11-09;14337;14081;256;0;MPS
2016-11-09;4843;4843;0;0;WAN
2016-11-10;63730;62341;1389;0;DPS
2016-11-10;15133;14252;881;0;MAN
2016-11-10;19730;19709;21;0;MPS
2016-11-10;4146;4146;0;0;WAN
2016-11-11;50727;49745;982;0;DPS
2016-11-11;10433;10288;145;0;MAN
2016-11-11;13569;13569;0;0;MPS
2016-11-11;6038;6038;0;0;WAN
2016-11-12;33954;33329;625;0;DPS
2016-11-12;6487;6085;402;0;MAN
2016-11-12;8465;8463;2;0;MPS
2016-11-12;5178;5178;0;0;WAN
2016-11-14;67918;66357;1561;0;DPS
2016-11-14;18297;13872;4425;0;MAN
2016-11-14;18728;18582;146;0;MPS
2016-11-14;17906;17906;0;0;WAN
2016-11-15;51255;49818;1437;0;DPS
2016-11-15;13044;9672;3372;0;MAN
2016-11-15;13748;13725;23;0;MPS
2016-11-15;10264;10264;0;0;WAN
2016-11-16;54894;53352;1542;0;DPS
2016-11-16;10770;10768;2;0;MAN
2016-11-16;17207;15379;1828;0;MPS
2016-11-16;2679;2679;0;0;WAN
2016-11-17;69125;66141;2984;0;DPS
2016-11-17;16794;13790;3004;0;MAN
2016-11-17;27608;27002;606;0;MPS
2016-11-17;3979;3979;0;0;WAN
2016-11-18;52063;50937;1126;0;DPS
2016-11-18;10089;10085;4;0;MAN
2016-11-18;14817;14816;1;0;MPS
2016-11-18;1619;1619;0;0;WAN
2016-11-19;33206;32112;1094;0;DPS
2016-11-19;6692;6558;134;0;MAN
2016-11-19;9389;9098;291;0;MPS
2016-11-19;1092;1092;0;0;WAN
2016-11-21;80509;78796;1713;0;DPS
2016-11-21;15787;15716;71;0;MAN
2016-11-21;21568;21567;1;0;MPS
2016-11-21;884;884;0;0;WAN
2016-11-22;72547;70532;2015;0;DPS
2016-11-22;16725;16706;19;0;MAN
2016-11-22;19325;19259;66;0;MPS
2016-11-22;1079;1079;0;0;WAN
2016-11-23;58043;55559;2484;0;DPS
2016-11-23;16044;11729;4315;0;MAN
2016-11-23;15367;15367;0;0;MPS
2016-11-23;621;621;0;0;WAN
2016-11-24;61258;59602;1656;0;DPS
2016-11-24;15487;14675;812;0;MAN
2016-11-24;16636;16636;0;0;MPS
2016-11-24;838;838;0;0;WAN
2016-11-25;63024;60590;2434;0;DPS
2016-11-25;11554;11546;8;0;MAN
2016-11-25;16024;16024;0;0;MPS
2016-11-25;888;888;0;0;WAN
2016-11-26;61647;60119;1528;0;DPS
2016-11-26;13841;12314;1527;0;MAN
2016-11-26;16486;16006;480;0;MPS
2016-11-26;1965;1965;0;0;WAN
2016-11-28;62451;61263;1188;0;DPS
2016-11-28;16792;13453;3339;0;MAN
2016-11-28;17741;17741;0;0;MPS
2016-11-28;1152;1152;0;0;WAN
2016-11-29;69208;67805;1403;0;DPS
2016-11-29;15767;14203;1564;0;MAN
2016-11-29;20295;20232;63;0;MPS
2016-11-29;1041;1041;0;0;WAN
2016-11-30;72436;71098;1338;0;DPS
2016-11-30;13839;12298;1541;0;MAN
2016-11-30;17931;17799;132;0;MPS
2016-11-30;920;920;0;0;WAN
2016-12-01;76501;74716;1785;0;DPS
2016-12-01;12878;12559;319;0;MAN
2016-12-01;18710;18710;0;0;MPS
2016-12-01;963;963;0;0;WAN
2016-12-02;67487;66486;1001;0;DPS
2016-12-02;16920;16908;12;0;MAN
2016-12-02;17629;17626;3;0;MPS
2016-12-02;794;794;0;0;WAN
2016-12-03;71980;71038;942;0;DPS
2016-12-03;22625;19893;2732;0;MAN
2016-12-03;16864;16514;350;0;MPS
2016-12-03;1760;1760;0;0;WAN
2016-12-05;76793;75603;1190;0;DPS
2016-12-05;43181;40132;3049;0;MAN
2016-12-05;22132;22132;0;0;MPS
2016-12-05;692;692;0;0;WAN
2016-12-06;78254;77184;1070;0;DPS
2016-12-06;32600;31100;1500;0;MAN
2016-12-06;24631;23811;820;0;MPS
2016-12-06;651;651;0;0;WAN
2016-12-07;65216;64396;820;0;DPS
2016-12-07;12605;11165;1440;0;MAN
2016-12-07;14672;14589;83;0;MPS
2016-12-07;324;324;0;0;WAN
2016-12-08;58670;57526;1144;0;DPS
2016-12-08;28828;27075;1753;0;MAN
2016-12-08;15168;15132;36;0;MPS
2016-12-08;683;683;0;0;WAN
2016-12-09;64105;63396;709;0;DPS
2016-12-09;12492;12482;10;0;MAN
2016-12-09;14784;14739;45;0;MPS
2016-12-09;542;542;0;0;WAN
2016-12-10;64368;63291;1077;0;DPS
2016-12-10;12136;11503;633;0;MAN
2016-12-10;14856;14085;771;0;MPS
2016-12-10;608;608;0;0;WAN
2016-12-12;60274;57425;2849;0;DPS
2016-12-12;14727;11868;2859;0;MAN
2016-12-12;15820;14374;1446;0;MPS
2016-12-12;354;354;0;0;WAN
2016-12-13;66071;64738;1333;0;DPS
2016-12-13;11626;10912;714;0;MAN
2016-12-13;14623;14542;81;0;MPS
2016-12-13;289;289;0;0;WAN
2016-12-14;60274;59131;1143;0;DPS
2016-12-14;39990;39958;32;0;MAN
2016-12-14;14812;13672;1140;0;MPS
2016-12-14;316;316;0;0;WAN
2016-12-15;65083;64052;1031;0;DPS
2016-12-15;15900;15896;4;0;MAN
2016-12-15;16038;16038;0;0;MPS
2016-12-15;159;159;0;0;WAN
2016-12-16;66728;65665;1063;0;DPS
2016-12-16;15088;15034;54;0;MAN
2016-12-16;19707;19694;13;0;MPS
2016-12-16;426;426;0;0;WAN
2016-12-17;66178;65175;1003;0;DPS
2016-12-17;12463;11559;904;0;MAN
2016-12-17;16537;16488;49;0;MPS
2016-12-17;914;914;0;0;WAN
2016-12-19;64183;62880;1303;0;DPS
2016-12-19;17934;13760;4174;0;MAN
2016-12-19;17286;16330;956;0;MPS
2016-12-19;416;416;0;0;WAN
2016-12-20;72530;71095;1435;0;DPS
2016-12-20;14416;14365;51;0;MAN
2016-12-20;19095;18621;474;0;MPS
2016-12-20;245;245;0;0;WAN
2016-12-21;73895;72777;1118;0;DPS
2016-12-21;15276;15239;37;0;MAN
2016-12-21;17801;17756;45;0;MPS
2016-12-21;310;310;0;0;WAN
2016-12-22;82614;81310;1304;0;DPS
2016-12-22;18602;18442;160;0;MAN
2016-12-22;22394;22107;287;0;MPS
2016-12-22;204;203;1;0;WAN
2016-12-23;72772;71845;927;0;DPS
2016-12-23;14553;14541;12;0;MAN
2016-12-23;18901;18757;144;0;MPS
2016-12-23;144;144;0;0;WAN
2016-12-24;46260;45467;793;0;DPS
2016-12-24;8566;8566;0;0;MAN
2016-12-24;8670;8670;0;0;MPS
2016-12-24;3;3;0;0;WAN
2016-12-27;86312;85126;1186;0;DPS
2016-12-27;22560;17827;4733;0;MAN
2016-12-27;14897;14873;24;0;MPS
2016-12-27;2;2;0;0;WAN
2016-12-28;71563;69385;2178;0;DPS
2016-12-28;12224;12085;139;0;MAN
2016-12-28;14753;14750;3;0;MPS
2016-12-28;1;1;0;0;WAN
2016-12-29;63341;62617;724;0;DPS
2016-12-29;16383;16377;6;0;MAN
2016-12-29;15861;15704;157;0;MPS
2016-12-29;5;5;0;0;WAN
2016-12-30;51214;50561;653;0;DPS
2016-12-30;13793;9926;3867;0;MAN
2016-12-30;11265;11264;1;0;MPS
2016-12-30;4;4;0;0;WAN
2016-12-31;40826;40346;480;0;DPS
2016-12-31;7723;7721;2;0;MAN
2016-12-31;9325;9320;5;0;MPS
2017-01-02;59373;58653;720;0;DPS
2017-01-02;10581;10500;81;0;MAN
2017-01-02;11965;11906;59;0;MPS
2017-01-03;43327;42914;413;0;DPS
2017-01-03;9645;6934;2711;0;MAN
2017-01-03;9959;9959;0;0;MPS
2017-01-04;39787;39183;604;0;DPS
2017-01-04;8395;8265;130;0;MAN
2017-01-04;10287;10287;0;0;MPS
2017-01-05;52337;51140;1197;0;DPS
2017-01-05;12657;11448;1209;0;MAN
2017-01-05;16561;16376;185;0;MPS
2017-01-06;48381;47628;753;0;DPS
2017-01-06;12732;9274;3458;0;MAN
2017-01-06;12857;12855;2;0;MPS
2017-01-06;1;1;0;0;WAN
2017-01-07;30247;29495;752;0;DPS
2017-01-07;6374;6335;39;0;MAN
2017-01-07;7693;7689;4;0;MPS
2017-01-09;67167;65652;1515;0;DPS
2017-01-09;20887;15199;5688;0;MAN
2017-01-09;18665;18257;408;0;MPS
2017-01-10;52130;50863;1267;0;DPS
2017-01-10;14700;10442;4258;0;MAN
2017-01-10;14869;14868;1;0;MPS
2017-01-11;52480;51354;1126;0;DPS
2017-01-11;11821;10395;1426;0;MAN
2017-01-11;14393;12962;1431;0;MPS
2017-01-12;56885;55213;1672;0;DPS
2017-01-12;13854;13485;369;0;MAN
2017-01-12;16325;16276;49;0;MPS
2017-01-12;4;4;0;0;WAN
2017-01-13;48139;47593;546;0;DPS
2017-01-13;11548;11542;6;0;MAN
2017-01-13;12548;12545;3;0;MPS
2017-01-13;2;2;0;0;WAN
2017-01-14;30193;29415;778;0;DPS
2017-01-14;7524;6922;602;0;MAN
2017-01-14;7900;7240;660;0;MPS
2017-01-16;65567;64871;696;0;DPS
2017-01-16;18776;15561;3215;0;MAN
2017-01-16;17377;17377;0;0;MPS
2017-01-16;1;1;0;0;WAN
2017-01-17;46399;45771;628;0;DPS
2017-01-17;13153;10864;2289;0;MAN
2017-01-17;13847;12322;1525;0;MPS
2017-01-17;2;1;1;0;WAN
2017-01-18;57445;56730;715;0;DPS
2017-01-18;10614;10432;182;0;MAN
2017-01-18;13406;13402;4;0;MPS
2017-01-18;7654;5851;1803;0;WAN
2017-01-19;57944;57100;844;0;DPS
2017-01-19;13613;13544;69;0;MAN
2017-01-19;16231;16217;14;0;MPS
2017-01-20;48015;47473;542;0;DPS
2017-01-20;10206;10187;19;0;MAN
2017-01-20;13261;13259;2;0;MPS
2017-01-20;11;11;0;0;WAN
2017-01-21;29974;29349;625;0;DPS
2017-01-21;7543;6340;1203;0;MAN
2017-01-21;7405;7372;33;0;MPS
2017-01-23;71895;71010;885;0;DPS
2017-01-23;16734;14563;2171;0;MAN
2017-01-23;19561;19561;0;0;MPS
2017-01-24;54578;53864;714;0;DPS
2017-01-24;16289;14397;1892;0;MAN
2017-01-24;16839;14358;2481;0;MPS
2017-01-24;1;1;0;0;WAN
2017-01-25;49665;48984;681;0;DPS
2017-01-25;10588;9642;946;0;MAN
2017-01-25;11323;11140;183;0;MPS
2017-01-26;56785;56026;759;0;DPS
2017-01-26;13324;13312;12;0;MAN
2017-01-26;15987;15986;1;0;MPS
2017-01-27;50286;49753;533;0;DPS
2017-01-27;10745;10735;10;0;MAN
2017-01-27;12628;12613;15;0;MPS
2017-01-27;2;1;1;0;WAN
2017-01-28;35366;34846;520;0;DPS
2017-01-28;9088;8125;963;0;MAN
2017-01-28;8176;7355;821;0;MPS
2017-01-30;73550;72712;838;0;DPS
2017-01-30;17980;16732;1248;0;MAN
2017-01-30;18479;18478;1;0;MPS
2017-01-30;2;2;0;0;WAN
2017-01-31;49932;49428;504;0;DPS
2017-01-31;12843;10091;2752;0;MAN
2017-01-31;12368;12176;192;0;MPS
2017-01-31;2;2;0;0;WAN
2017-02-01;53964;53256;708;0;DPS
2017-02-01;16955;16950;5;0;MAN
2017-02-01;13510;13509;1;0;MPS
2017-02-01;5710;5710;0;0;WAN
2017-02-02;62169;61106;1063;0;DPS
2017-02-02;18357;13819;4538;0;MAN
2017-02-02;18947;17535;1412;0;MPS
2017-02-02;9;9;0;0;WAN
2017-02-03;58955;58131;824;0;DPS
2017-02-03;12739;12596;143;0;MAN
2017-02-03;13804;13803;1;0;MPS
2017-02-03;6296;6296;0;0;WAN
2017-02-04;39849;39333;516;0;DPS
2017-02-04;7866;7769;97;0;MAN
2017-02-04;7445;7420;25;0;MPS
2017-02-06;82523;81526;997;0;DPS
2017-02-06;17310;17219;91;0;MAN
2017-02-06;21554;21315;239;0;MPS
2017-02-06;6882;6882;0;0;WAN
2017-02-07;56956;55805;1151;0;DPS
2017-02-07;10931;10923;8;0;MAN
2017-02-07;16371;16371;0;0;MPS
2017-02-07;6241;6241;0;0;WAN
2017-02-08;56042;54820;1222;0;DPS
2017-02-08;11233;10607;626;0;MAN
2017-02-08;16166;14373;1793;0;MPS
2017-02-08;6029;6029;0;0;WAN
2017-02-09;60357;59485;872;0;DPS
2017-02-09;15865;13789;2076;0;MAN
2017-02-09;17023;16992;31;0;MPS
2017-02-09;6188;6188;0;0;WAN
2017-02-10;66344;52984;13360;0;DPS
2017-02-10;10943;10931;12;0;MAN
2017-02-10;12548;12544;4;0;MPS
2017-02-10;5976;5976;0;0;WAN
2017-02-11;31296;30655;641;0;DPS
2017-02-11;6368;5947;421;0;MAN
2017-02-11;8068;7007;1061;0;MPS
2017-02-13;78732;67326;11406;0;DPS
2017-02-13;14092;14077;15;0;MAN
2017-02-13;16683;16015;668;0;MPS
2017-02-13;5975;5975;0;0;WAN
2017-02-14;49788;49160;628;0;DPS
2017-02-14;11359;9344;2015;0;MAN
2017-02-14;10804;10804;0;0;MPS
2017-02-14;4441;4440;1;0;WAN
2017-02-15;56517;55322;1195;0;DPS
2017-02-15;10132;10128;4;0;MAN
2017-02-15;13840;12948;892;0;MPS
2017-02-15;8;8;0;0;WAN
2017-02-16;61719;61015;704;0;DPS
2017-02-16;16934;13954;2980;0;MAN
2017-02-16;15678;15678;0;0;MPS
2017-02-16;1;1;0;0;WAN
2017-02-17;52535;51986;549;0;DPS
2017-02-17;11731;11717;14;0;MAN
2017-02-17;13025;13023;2;0;MPS
2017-02-17;3468;3468;0;0;WAN
2017-02-18;35569;34612;957;0;DPS
2017-02-18;7205;7203;2;0;MAN
2017-02-18;8060;7396;664;0;MPS
2017-02-18;6829;6829;0;0;WAN
2017-02-20;76771;75749;1022;0;DPS
2017-02-20;17948;17941;7;0;MAN
2017-02-20;20037;20037;0;0;MPS
2017-02-20;27474;27474;0;0;WAN
2017-02-21;51217;50653;564;0;DPS
2017-02-21;11811;11804;7;0;MAN
2017-02-21;14405;13259;1146;0;MPS
2017-02-21;15639;15639;0;0;WAN
2017-02-22;57419;56450;969;0;DPS
2017-02-22;10701;10697;4;0;MAN
2017-02-22;14748;14702;46;0;MPS
2017-02-22;640;640;0;0;WAN
2017-02-23;63419;62624;795;0;DPS
2017-02-23;15649;14950;699;0;MAN
2017-02-23;15909;15804;105;0;MPS
2017-02-23;8;8;0;0;WAN
2017-02-24;52380;51726;654;0;DPS
2017-02-24;17202;11470;5732;0;MAN
2017-02-24;12719;12635;84;0;MPS
2017-02-25;34285;33834;451;0;DPS
2017-02-25;7793;7362;431;0;MAN
2017-02-25;10494;8085;2409;0;MPS
2017-02-27;77907;77024;883;0;DPS
2017-02-27;17024;16944;80;0;MAN
2017-02-27;20080;19595;485;0;MPS
2017-02-28;52166;50913;1253;0;DPS
2017-02-28;10589;10581;8;0;MAN
2017-02-28;13263;13181;82;0;MPS
2017-02-28;2;2;0;0;WAN
2017-03-01;59208;58111;1097;0;DPS
2017-03-01;12214;12206;8;0;MAN
2017-03-01;13150;13033;117;0;MPS
2017-03-02;66669;65836;833;0;DPS
2017-03-02;16095;16082;13;0;MAN
2017-03-02;20941;20927;14;0;MPS
2017-03-02;2;2;0;0;WAN
2017-03-03;61030;60045;985;0;DPS
2017-03-03;12786;12764;22;0;MAN
2017-03-03;14990;14975;15;0;MPS
2017-03-03;7;7;0;0;WAN
2017-03-04;37814;36759;1055;0;DPS
2017-03-04;7458;7316;142;0;MAN
2017-03-04;8610;8318;292;0;MPS
2017-03-06;87110;85514;1596;0;DPS
2017-03-06;16865;16841;24;0;MAN
2017-03-06;21840;21835;5;0;MPS
2017-03-07;63073;62146;927;0;DPS
2017-03-07;11906;11621;285;0;MAN
2017-03-07;16412;16391;21;0;MPS
2017-03-07;1;1;0;0;WAN
2017-03-08;59020;58165;855;0;DPS
2017-03-08;15623;12976;2647;0;MAN
2017-03-08;14707;14692;15;0;MPS
2017-03-08;8;8;0;0;WAN
2017-03-09;65416;63889;1527;0;DPS
2017-03-09;17380;14968;2412;0;MAN
2017-03-09;17942;17036;906;0;MPS
2017-03-09;30;30;0;0;WAN
2017-03-10;58402;57830;572;0;DPS
2017-03-10;11540;11445;95;0;MAN
2017-03-10;13077;13076;1;0;MPS
2017-03-11;33905;33346;559;0;DPS
2017-03-11;6525;6352;173;0;MAN
2017-03-11;7199;7026;173;0;MPS
2017-03-13;73414;72089;1325;0;DPS
2017-03-13;14462;14435;27;0;MAN
2017-03-13;17186;16181;1005;0;MPS
2017-03-13;1;1;0;0;WAN
2017-03-14;46892;46301;591;0;DPS
2017-03-14;12119;9136;2983;0;MAN
2017-03-14;11933;11933;0;0;MPS
2017-03-15;56750;56022;728;0;DPS
2017-03-15;11569;11549;20;0;MAN
2017-03-15;13342;12719;623;0;MPS
2017-03-15;2;2;0;0;WAN
2017-03-16;71576;59629;11947;0;DPS
2017-03-16;16825;15540;1285;0;MAN
2017-03-16;16199;16156;43;0;MPS
2017-03-16;7;7;0;0;WAN
2017-03-17;53790;51645;2145;0;DPS
2017-03-17;11669;11585;84;0;MAN
2017-03-17;30741;12018;18723;0;MPS
2017-03-18;30295;29767;528;0;DPS
2017-03-18;8491;6177;2314;0;MAN
2017-03-18;7186;7138;48;0;MPS
2017-03-20;73819;72715;1104;0;DPS
2017-03-20;16966;16751;215;0;MAN
2017-03-20;19234;18550;684;0;MPS
2017-03-21;59229;56122;3107;0;DPS
2017-03-21;10497;10480;17;0;MAN
2017-03-21;15763;14017;1746;0;MPS
2017-03-21;2;2;0;0;WAN
2017-03-22;53220;51298;1922;0;DPS
2017-03-22;11460;11085;375;0;MAN
2017-03-22;13761;13181;580;0;MPS
2017-03-22;3;3;0;0;WAN
2017-03-23;58520;57114;1406;0;DPS
2017-03-23;14121;13989;132;0;MAN
2017-03-23;16154;15355;799;0;MPS
2017-03-23;32;32;0;0;WAN
2017-03-24;52513;51704;809;0;DPS
2017-03-24;11091;11079;12;0;MAN
2017-03-24;12965;12963;2;0;MPS
2017-03-24;7;7;0;0;WAN
2017-03-25;31720;31180;540;0;DPS
2017-03-25;7314;7303;11;0;MAN
2017-03-25;7512;6733;779;0;MPS
2017-03-25;13;13;0;0;WAN
2017-03-27;71030;67847;3183;0;DPS
2017-03-27;18009;16540;1469;0;MAN
2017-03-27;20263;15604;4659;0;MPS
2017-03-27;1;1;0;0;WAN
2017-03-28;52077;51143;934;0;DPS
2017-03-28;12530;11369;1161;0;MAN
2017-03-28;11488;11463;25;0;MPS
2017-03-28;11;11;0;0;WAN
2017-03-29;56541;55797;744;0;DPS
2017-03-29;11027;11005;22;0;MAN
2017-03-29;12209;12199;10;0;MPS
2017-03-29;1;1;0;0;WAN
2017-03-30;63078;62386;692;0;DPS
2017-03-30;18374;15561;2813;0;MAN
2017-03-30;16207;16169;38;0;MPS
2017-03-30;3;3;0;0;WAN
2017-03-31;55336;54695;641;0;DPS
2017-03-31;12797;12784;13;0;MAN
2017-03-31;14238;14234;4;0;MPS
2017-03-31;3;3;0;0;WAN
2017-04-01;38839;37609;1230;0;DPS
2017-04-01;6602;6501;101;0;MAN
2017-04-01;9335;9333;2;0;MPS
2017-04-03;88469;83021;5448;0;DPS
2017-04-03;18063;18024;39;0;MAN
2017-04-03;21961;21947;14;0;MPS
2017-04-03;2;2;0;0;WAN
2017-04-04;67999;66927;1072;0;DPS
2017-04-04;13343;12919;424;0;MAN
2017-04-04;17711;15870;1841;0;MPS
2017-04-04;18;18;0;0;WAN
2017-04-05;60269;58942;1327;0;DPS
2017-04-05;13413;13084;329;0;MAN
2017-04-05;14622;12821;1801;0;MPS
2017-04-06;69749;68851;898;0;DPS
2017-04-06;16303;16022;281;0;MAN
2017-04-06;17347;17155;192;0;MPS
2017-04-07;54222;53647;575;0;DPS
2017-04-07;10084;10062;22;0;MAN
2017-04-07;11847;11846;1;0;MPS
2017-04-08;54435;53663;772;0;DPS
2017-04-08;13196;13046;150;0;MAN
2017-04-08;13489;13489;0;0;MPS
2017-04-10;64363;63614;749;0;DPS
2017-04-10;18624;18570;54;0;MAN
2017-04-10;15031;15030;1;0;MPS
2017-04-10;1;1;0;0;WAN
2017-04-11;66108;65315;793;0;DPS
2017-04-11;23009;21782;1227;0;MAN
2017-04-11;15649;15536;113;0;MPS
2017-04-11;6;6;0;0;WAN
2017-04-12;68327;66965;1362;0;DPS
2017-04-12;19594;19327;267;0;MAN
2017-04-12;18206;17669;537;0;MPS
2017-04-13;67110;66225;885;0;DPS
2017-04-13;18303;13664;4639;0;MAN
2017-04-13;15021;14711;310;0;MPS
2017-04-13;1;1;0;0;WAN
2017-04-14;68216;67056;1160;0;DPS
2017-04-14;18283;18258;25;0;MAN
2017-04-14;18667;18664;3;0;MPS
2017-04-18;68859;68109;750;0;DPS
2017-04-18;15319;15307;12;0;MAN
2017-04-18;17792;17792;0;0;MPS
2017-04-19;52408;51753;655;0;DPS
2017-04-19;21652;21560;92;0;MAN
2017-04-19;11796;11796;0;0;MPS
2017-04-19;8;7;1;0;WAN
2017-04-20;81383;80275;1108;0;DPS
2017-04-20;20413;20356;57;0;MAN
2017-04-20;23134;23085;49;0;MPS
2017-04-20;4;4;0;0;WAN
2017-04-21;66844;65816;1028;0;DPS
2017-04-21;15452;15400;52;0;MAN
2017-04-21;14905;14758;147;0;MPS
2017-04-22;39245;37581;1664;0;DPS
2017-04-22;9982;8579;1403;0;MAN
2017-04-22;8111;7964;147;0;MPS
2017-04-24;78254;77267;987;0;DPS
2017-04-24;19580;19557;23;0;MAN
2017-04-24;16155;16098;57;0;MPS
2017-04-26;56327;54657;1670;0;DPS
2017-04-26;9924;9908;16;0;MAN
2017-04-26;11700;11544;156;0;MPS
2017-04-26;1;1;0;0;WAN
2017-04-27;53797;53199;598;0;DPS
2017-04-27;14091;13078;1013;0;MAN
2017-04-27;13239;13180;59;0;MPS
2017-04-27;3;3;0;0;WAN
2017-04-28;53027;52383;644;0;DPS
2017-04-28;13549;13454;95;0;MAN
2017-04-28;14463;14436;27;0;MPS
2017-04-28;1;1;0;0;WAN
2017-04-29;53586;52644;942;0;DPS
2017-04-29;15955;14129;1826;0;MAN
2017-04-29;13708;13684;24;0;MPS
2017-05-02;71340;70474;866;0;DPS
